"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length","int_cat"
"9178",22,54000,"MORTGAGE",0,"EDUCATION","B",4000,11.14,1,0.07,"N",3,"(11,13]"
"9179",25,54000,"MORTGAGE",9,"DEBTCONSOLIDATION","B",12000,12.53,1,0.22,"N",4,"(11,13]"
"9180",23,17004,"RENT",3,"MEDICAL","A",5000,6.54,1,0.29,"N",2,"(5,7]"
"9181",21,17220,"RENT",NA,"DEBTCONSOLIDATION","B",5000,10.37,1,0.29,"N",3,"(9,11]"
"9182",25,60000,"OTHER",3,"DEBTCONSOLIDATION","B",5000,11.14,0,0.08,"N",3,"(11,13]"
"9183",22,17720,"RENT",6,"HOMEIMPROVEMENT","B",5000,9.62,1,0.28,"N",4,"(9,11]"
"9184",22,60000,"MORTGAGE",6,"PERSONAL","B",12900,11.14,0,0.21,"N",4,"(11,13]"
"9185",23,18000,"RENT",0,"EDUCATION","A",5000,8.59,1,0.28,"N",4,"(7,9]"
"9186",21,18492,"RENT",0,"EDUCATION","D",5000,12.92,1,0.27,"Y",3,"(11,13]"
"9187",23,60000,"MORTGAGE",1,"MEDICAL","C",13200,13.16,0,0.22,"Y",2,"(13,15]"
"9188",23,18720,"RENT",NA,"DEBTCONSOLIDATION","D",5000,16.32,1,0.27,"Y",3,"(15,17]"
"9189",21,19140,"RENT",NA,"VENTURE","A",5000,8.49,1,0.26,"N",4,"(7,9]"
"9190",25,60000,"MORTGAGE",2,"PERSONAL","B",1800,12.21,0,0.03,"N",2,"(11,13]"
"9191",25,19200,"RENT",3,"VENTURE","B",5000,10.99,1,0.26,"N",3,"(9,11]"
"9192",22,60000,"MORTGAGE",5,"VENTURE","B",20000,12.21,0,0.33,"N",3,"(11,13]"
"9193",24,19200,"RENT",2,"DEBTCONSOLIDATION","B",5000,NA,1,0.26,"N",3,"missing"
"9194",25,19200,"RENT",0,"HOMEIMPROVEMENT","B",5000,9.62,1,0.26,"N",2,"(9,11]"
"9195",22,60000,"MORTGAGE",7,"EDUCATION","D",10000,NA,0,0.17,"N",3,"missing"
"9196",25,19800,"RENT",0,"DEBTCONSOLIDATION","C",5000,13.49,1,0.25,"Y",4,"(13,15]"
"9197",23,60000,"MORTGAGE",6,"EDUCATION","B",11500,11.26,0,0.19,"N",2,"(11,13]"
"9198",21,19968,"RENT",4,"MEDICAL","C",5000,NA,1,0.25,"N",3,"missing"
"9199",24,60000,"MORTGAGE",8,"PERSONAL","D",10000,14.42,0,0.17,"N",4,"(13,15]"
"9200",24,60000,"MORTGAGE",7,"PERSONAL","A",10000,9.63,0,0.17,"N",2,"(9,11]"
"9201",24,60000,"MORTGAGE",8,"VENTURE","A",2800,9.32,0,0.05,"N",4,"(9,11]"
"9202",25,60000,"OWN",9,"HOMEIMPROVEMENT","C",3000,13.79,0,0.05,"Y",2,"(13,15]"
"9203",22,60000,"MORTGAGE",6,"MEDICAL","C",9000,13.79,0,0.15,"Y",2,"(13,15]"
"9204",22,20000,"RENT",2,"DEBTCONSOLIDATION","B",5000,11.86,0,0.25,"N",4,"(11,13]"
"9205",21,20000,"RENT",2,"DEBTCONSOLIDATION","B",5000,10.39,0,0.25,"N",2,"(9,11]"
"9206",24,54000,"MORTGAGE",8,"VENTURE","D",1500,14.42,1,0.03,"Y",2,"(13,15]"
"9207",22,60000,"MORTGAGE",4,"EDUCATION","C",16750,12.53,0,0.28,"N",2,"(11,13]"
"9208",22,60000,"MORTGAGE",3,"VENTURE","A",10000,8,0,0.17,"N",4,"(7,9]"
"9209",22,20400,"RENT",NA,"PERSONAL","B",5000,12.42,0,0.25,"N",2,"(11,13]"
"9210",21,21000,"RENT",5,"MEDICAL","F",5000,20.89,1,0.24,"N",2,"(17,Inf]"
"9211",25,60000,"MORTGAGE",8,"EDUCATION","C",8000,NA,0,0.13,"N",3,"missing"
"9212",24,54000,"MORTGAGE",9,"MEDICAL","A",10000,9.63,1,0.19,"N",2,"(9,11]"
"9213",26,21000,"RENT",3,"PERSONAL","A",5000,6.99,0,0.24,"N",3,"(5,7]"
"9214",21,21000,"RENT",2,"VENTURE","A",5000,6.91,0,0.24,"N",4,"(5,7]"
"9215",23,54000,"OTHER",7,"HOMEIMPROVEMENT","E",16000,16.32,1,0.3,"N",3,"(15,17]"
"9216",24,21000,"RENT",0,"DEBTCONSOLIDATION","A",5000,8.63,0,0.24,"N",2,"(7,9]"
"9217",24,21120,"RENT",3,"PERSONAL","B",5000,11.71,1,0.24,"N",2,"(11,13]"
"9218",25,21600,"RENT",0,"VENTURE","D",5000,17.58,1,0.23,"Y",3,"(17,Inf]"
"9219",24,60000,"MORTGAGE",0,"PERSONAL","B",15000,11.89,0,0.25,"N",2,"(11,13]"
"9220",26,21600,"RENT",0,"DEBTCONSOLIDATION","B",5000,9.99,0,0.23,"N",4,"(9,11]"
"9221",25,60000,"MORTGAGE",2,"PERSONAL","B",10000,12.21,0,0.17,"N",3,"(11,13]"
"9222",23,21600,"RENT",5,"PERSONAL","C",5000,13.06,1,0.23,"Y",4,"(13,15]"
"9223",24,21648,"RENT",8,"EDUCATION","A",5000,6.99,0,0.23,"N",3,"(5,7]"
"9224",26,54000,"MORTGAGE",2,"DEBTCONSOLIDATION","B",8000,11.89,1,0.15,"N",2,"(11,13]"
"9225",22,60000,"MORTGAGE",4,"PERSONAL","C",3000,13.16,0,0.05,"N",2,"(13,15]"
"9226",23,60000,"MORTGAGE",0,"PERSONAL","B",10000,11.26,0,0.17,"N",3,"(11,13]"
"9227",21,22000,"RENT",5,"PERSONAL","D",5000,15.7,0,0.23,"Y",3,"(15,17]"
"9228",22,60000,"MORTGAGE",2,"EDUCATION","A",1000,9.63,0,0.02,"N",3,"(9,11]"
"9229",25,22000,"RENT",3,"PERSONAL","E",5000,16.32,1,0.23,"N",3,"(15,17]"
"9230",25,60000,"MORTGAGE",9,"HOMEIMPROVEMENT","B",10000,10.83,0,0.17,"N",4,"(9,11]"
"9231",22,22800,"RENT",4,"EDUCATION","C",5000,13.85,0,0.22,"Y",2,"(13,15]"
"9232",26,22800,"RENT",4,"DEBTCONSOLIDATION","C",5000,13.57,0,0.22,"N",4,"(13,15]"
"9233",23,22944,"RENT",7,"EDUCATION","B",5000,11.11,0,0.22,"N",3,"(11,13]"
"9234",24,22992,"RENT",1,"HOMEIMPROVEMENT","C",5000,13.06,1,0.22,"Y",3,"(13,15]"
"9235",24,23000,"RENT",1,"PERSONAL","C",5000,NA,0,0.22,"Y",2,"missing"
"9236",24,23000,"RENT",2,"EDUCATION","B",5000,NA,0,0.22,"N",4,"missing"
"9237",26,23484,"RENT",NA,"VENTURE","A",5000,7.49,0,0.21,"N",2,"(7,9]"
"9238",23,24000,"RENT",0,"HOMEIMPROVEMENT","C",5000,14.27,1,0.21,"Y",2,"(13,15]"
"9239",22,60000,"MORTGAGE",6,"EDUCATION","C",1600,11.66,0,0.03,"N",4,"(11,13]"
"9240",26,24000,"RENT",0,"VENTURE","A",5000,8.9,0,0.21,"N",2,"(7,9]"
"9241",24,24000,"RENT",4,"DEBTCONSOLIDATION","A",5000,7.51,0,0.21,"N",2,"(7,9]"
"9242",23,24000,"RENT",4,"PERSONAL","A",5000,6.62,0,0.21,"N",4,"(5,7]"
"9243",22,24000,"RENT",4,"EDUCATION","D",5000,16.49,0,0.21,"N",4,"(15,17]"
"9244",23,54000,"MORTGAGE",3,"MEDICAL","C",7500,11.03,1,0.14,"Y",3,"(11,13]"
"9245",23,60000,"MORTGAGE",0,"DEBTCONSOLIDATION","A",7500,8,0,0.13,"N",2,"(7,9]"
"9246",21,24000,"RENT",5,"EDUCATION","B",5000,NA,0,0.21,"N",4,"missing"
"9247",21,24000,"RENT",3,"HOMEIMPROVEMENT","D",5000,NA,1,0.21,"Y",2,"missing"
"9248",23,60000,"MORTGAGE",1,"PERSONAL","B",9900,9.76,0,0.17,"N",3,"(9,11]"
"9249",22,60000,"MORTGAGE",1,"EDUCATION","C",7500,11.66,0,0.13,"N",2,"(11,13]"
"9250",23,60000,"MORTGAGE",7,"DEBTCONSOLIDATION","B",6000,9.45,0,0.1,"N",2,"(9,11]"
"9251",25,24000,"RENT",3,"EDUCATION","A",5000,6.92,0,0.21,"N",4,"(5,7]"
"9252",22,60000,"MORTGAGE",1,"EDUCATION","B",17000,9.45,0,0.28,"N",4,"(9,11]"
"9253",26,60000,"MORTGAGE",0,"PERSONAL","A",9800,7.75,0,0.16,"N",3,"(7,9]"
"9254",22,60000,"MORTGAGE",6,"MEDICAL","A",8000,8.07,0,0.13,"N",4,"(7,9]"
"9255",21,24000,"RENT",2,"MEDICAL","C",5000,12.98,0,0.21,"N",2,"(11,13]"
"9256",25,24000,"RENT",2,"DEBTCONSOLIDATION","C",5000,12.61,0,0.21,"N",3,"(11,13]"
"9257",23,24000,"RENT",5,"PERSONAL","B",5000,10.75,0,0.21,"N",3,"(9,11]"
"9258",23,24000,"RENT",4,"DEBTCONSOLIDATION","B",5000,10.62,0,0.21,"N",4,"(9,11]"
"9259",23,24000,"RENT",1,"VENTURE","B",5000,11.48,0,0.21,"N",4,"(11,13]"
"9260",22,24000,"RENT",2,"PERSONAL","A",5000,8.94,0,0.21,"N",3,"(7,9]"
"9261",22,24044,"RENT",2,"PERSONAL","A",5000,8.9,0,0.21,"N",3,"(7,9]"
"9262",24,60204,"MORTGAGE",8,"PERSONAL","A",10000,7.49,0,0.17,"N",4,"(7,9]"
"9263",21,24996,"RENT",0,"DEBTCONSOLIDATION","D",5000,NA,1,0.2,"N",3,"missing"
"9264",21,24996,"RENT",2,"EDUCATION","E",5000,16.45,1,0.2,"N",4,"(15,17]"
"9265",22,24996,"RENT",3,"MEDICAL","D",5000,NA,1,0.2,"Y",3,"missing"
"9266",21,24996,"RENT",1,"DEBTCONSOLIDATION","C",5000,NA,0,0.2,"Y",3,"missing"
"9267",26,25000,"RENT",2,"MEDICAL","B",5000,12.69,0,0.2,"N",3,"(11,13]"
"9268",22,60400,"MORTGAGE",0,"EDUCATION","A",24000,6.54,0,0.4,"N",3,"(5,7]"
"9269",24,60400,"OWN",5,"VENTURE","A",5500,8,0,0.09,"N",2,"(7,9]"
"9270",24,54417,"MORTGAGE",1,"MEDICAL","C",9525,11.66,1,0.18,"Y",3,"(11,13]"
"9271",23,25000,"RENT",1,"EDUCATION","B",5000,10.99,0,0.2,"N",4,"(9,11]"
"9272",24,25000,"RENT",5,"VENTURE","A",5000,NA,0,0.2,"N",4,"missing"
"9273",25,60500,"OWN",6,"PERSONAL","B",17000,12.42,0,0.28,"N",2,"(11,13]"
"9274",23,60500,"MORTGAGE",4,"EDUCATION","C",5000,14.27,0,0.08,"Y",3,"(13,15]"
"9275",23,25000,"RENT",0,"DEBTCONSOLIDATION","A",5000,6.91,0,0.2,"N",3,"(5,7]"
"9276",24,54500,"MORTGAGE",7,"MEDICAL","D",8000,17.49,1,0.15,"N",4,"(17,Inf]"
"9277",24,25000,"RENT",3,"VENTURE","A",5000,7.14,0,0.2,"N",2,"(7,9]"
"9278",22,60500,"MORTGAGE",6,"EDUCATION","A",12000,8.94,0,0.2,"N",3,"(7,9]"
"9279",23,25000,"RENT",8,"EDUCATION","B",5000,10.62,0,0.2,"N",3,"(9,11]"
"9280",24,60500,"MORTGAGE",8,"EDUCATION","A",6000,7.68,0,0.1,"N",4,"(7,9]"
"9281",24,25000,"RENT",2,"DEBTCONSOLIDATION","A",5000,8.94,1,0.2,"N",2,"(7,9]"
"9282",22,60612,"MORTGAGE",2,"MEDICAL","C",18000,13.72,0,0.3,"Y",3,"(13,15]"
"9283",22,60612,"MORTGAGE",6,"PERSONAL","B",5300,NA,0,0.09,"N",4,"missing"
"9284",21,25000,"RENT",0,"DEBTCONSOLIDATION","D",5000,12.86,1,0.2,"Y",2,"(11,13]"
"9285",25,60626,"MORTGAGE",4,"DEBTCONSOLIDATION","A",2500,6.92,0,0.04,"N",3,"(5,7]"
"9286",22,60635,"MORTGAGE",5,"EDUCATION","C",6800,13.49,0,0.11,"Y",2,"(13,15]"
"9287",23,60785,"MORTGAGE",7,"DEBTCONSOLIDATION","C",10625,13.99,0,0.17,"N",2,"(13,15]"
"9288",22,26000,"RENT",6,"PERSONAL","B",5000,11.99,0,0.19,"N",2,"(11,13]"
"9289",26,60996,"MORTGAGE",2,"PERSONAL","B",12000,12.21,0,0.2,"N",4,"(11,13]"
"9290",24,26400,"RENT",5,"MEDICAL","A",5000,7.9,0,0.19,"N",4,"(7,9]"
"9291",21,26400,"RENT",2,"EDUCATION","C",5000,13.49,0,0.19,"Y",2,"(13,15]"
"9292",25,61000,"OWN",2,"EDUCATION","C",15000,14.65,0,0.25,"Y",3,"(13,15]"
"9293",23,26400,"RENT",3,"EDUCATION","D",5000,15.99,0,0.19,"N",3,"(15,17]"
"9294",22,61000,"MORTGAGE",6,"MEDICAL","C",12000,13.49,0,0.2,"N",2,"(13,15]"
"9295",21,27000,"RENT",5,"VENTURE","A",5000,5.42,0,0.19,"N",3,"(5,7]"
"9296",25,55000,"MORTGAGE",4,"MEDICAL","D",9000,16.77,1,0.16,"Y",2,"(15,17]"
"9297",23,61000,"OWN",1,"PERSONAL","B",12000,11.71,0,0.2,"N",2,"(11,13]"
"9298",23,27000,"RENT",2,"MEDICAL","E",5000,16.77,1,0.19,"Y",2,"(15,17]"
"9299",22,61000,"MORTGAGE",6,"EDUCATION","A",2100,6.62,0,0.03,"N",3,"(5,7]"
"9300",24,55000,"MORTGAGE",8,"EDUCATION","B",6000,11.99,1,0.11,"N",2,"(11,13]"
"9301",21,61000,"MORTGAGE",6,"PERSONAL","C",6000,NA,0,0.1,"N",3,"missing"
"9302",22,27000,"RENT",0,"VENTURE","D",5000,NA,1,0.19,"Y",2,"missing"
"9303",22,27000,"RENT",6,"DEBTCONSOLIDATION","A",5000,9.32,0,0.19,"N",2,"(9,11]"
"9304",22,27000,"RENT",1,"VENTURE","B",5000,10.08,0,0.19,"N",2,"(9,11]"
"9305",25,27096,"RENT",7,"DEBTCONSOLIDATION","A",5000,7.9,1,0.18,"N",2,"(7,9]"
"9306",21,27200,"RENT",0,"MEDICAL","C",5000,NA,0,0.18,"N",3,"missing"
"9307",22,61000,"MORTGAGE",1,"DEBTCONSOLIDATION","B",8000,11.49,0,0.13,"N",2,"(11,13]"
"9308",23,61000,"MORTGAGE",2,"VENTURE","E",18400,19.29,0,0.3,"N",2,"(17,Inf]"
"9309",26,61000,"MORTGAGE",10,"PERSONAL","B",12000,10.99,0,0.2,"N",3,"(9,11]"
"9310",22,61000,"MORTGAGE",6,"EDUCATION","A",12000,7.49,0,0.2,"N",2,"(7,9]"
"9311",26,61000,"MORTGAGE",4,"PERSONAL","A",8000,7.49,0,0.13,"N",2,"(7,9]"
"9312",22,27264,"RENT",4,"EDUCATION","C",5000,13.11,0,0.18,"Y",3,"(13,15]"
"9313",24,61000,"MORTGAGE",7,"PERSONAL","D",3000,15.62,0,0.05,"N",3,"(15,17]"
"9314",23,61000,"MORTGAGE",NA,"PERSONAL","A",10000,6.99,0,0.16,"N",2,"(5,7]"
"9315",22,27360,"RENT",5,"EDUCATION","A",5000,7.51,0,0.18,"N",2,"(7,9]"
"9316",24,27500,"RENT",0,"PERSONAL","E",5000,15.07,1,0.18,"Y",4,"(15,17]"
"9317",26,61000,"MORTGAGE",10,"PERSONAL","A",4200,7.29,0,0.07,"N",4,"(7,9]"
"9318",22,61000,"MORTGAGE",6,"DEBTCONSOLIDATION","A",12000,7.29,0,0.2,"N",3,"(7,9]"
"9319",22,62000,"RENT",6,"PERSONAL","A",8000,5.42,0,0.13,"N",3,"(5,7]"
"9320",24,61000,"MORTGAGE",4,"PERSONAL","D",10000,15.65,0,0.16,"N",3,"(15,17]"
"9321",25,61000,"MORTGAGE",4,"EDUCATION","A",7000,5.79,0,0.11,"N",4,"(5,7]"
"9322",22,61000,"MORTGAGE",1,"MEDICAL","A",8000,5.79,0,0.13,"N",4,"(5,7]"
"9323",26,62000,"RENT",7,"PERSONAL","C",8000,12.99,0,0.13,"N",4,"(11,13]"
"9324",26,61000,"MORTGAGE",8,"MEDICAL","B",21000,NA,0,0.34,"N",2,"missing"
"9325",26,55000,"MORTGAGE",4,"DEBTCONSOLIDATION","A",10000,7.51,1,0.18,"N",3,"(7,9]"
"9326",22,61000,"MORTGAGE",2,"MEDICAL","A",18200,7.51,0,0.3,"N",4,"(7,9]"
"9327",22,62000,"RENT",2,"EDUCATION","C",8000,12.68,0,0.13,"Y",4,"(11,13]"
"9328",23,55000,"MORTGAGE",6,"DEBTCONSOLIDATION","D",10000,15.33,1,0.18,"N",2,"(15,17]"
"9329",25,61000,"MORTGAGE",9,"HOMEIMPROVEMENT","B",15000,9.88,0,0.25,"N",2,"(9,11]"
"9330",24,55000,"MORTGAGE",NA,"HOMEIMPROVEMENT","A",7000,7.14,1,0.13,"N",3,"(7,9]"
"9331",26,61000,"MORTGAGE",3,"PERSONAL","B",7500,10.25,0,0.12,"N",4,"(9,11]"
"9332",24,62000,"RENT",3,"VENTURE","B",8000,11.14,0,0.13,"N",4,"(11,13]"
"9333",22,61000,"MORTGAGE",1,"DEBTCONSOLIDATION","C",21000,14.26,0,0.34,"Y",4,"(13,15]"
"9334",24,56400,"RENT",4,"MEDICAL","D",8000,14.96,1,0.14,"Y",2,"(13,15]"
"9335",26,61000,"MORTGAGE",5,"VENTURE","B",19200,11.48,0,0.31,"N",3,"(11,13]"
"9336",26,63000,"RENT",2,"VENTURE","B",8000,12.53,0,0.13,"N",2,"(11,13]"
"9337",25,63900,"RENT",1,"VENTURE","A",8000,6.03,0,0.13,"N",2,"(5,7]"
"9338",24,64000,"RENT",8,"HOMEIMPROVEMENT","A",8000,7.9,0,0.13,"N",2,"(7,9]"
"9339",24,61080,"MORTGAGE",8,"VENTURE","B",25000,10.59,0,0.41,"N",3,"(9,11]"
"9340",23,64000,"RENT",5,"VENTURE","B",8000,10,0,0.13,"N",2,"(9,11]"
"9341",24,61147,"MORTGAGE",5,"MEDICAL","A",17000,6.03,0,0.28,"N",4,"(5,7]"
"9342",23,65000,"RENT",2,"EDUCATION","A",8000,6.62,0,0.12,"N",4,"(5,7]"
"9343",24,61193,"MORTGAGE",5,"EDUCATION","A",6400,8.59,0,0.1,"N",3,"(7,9]"
"9344",24,65000,"RENT",3,"EDUCATION","B",8000,12.69,0,0.12,"N",3,"(11,13]"
"9345",22,65000,"RENT",0,"VENTURE","B",8000,10.59,0,0.12,"N",2,"(9,11]"
"9346",26,65000,"RENT",4,"PERSONAL","A",8000,6.92,0,0.12,"N",4,"(5,7]"
"9347",23,61200,"MORTGAGE",2,"VENTURE","A",9000,NA,0,0.15,"N",2,"missing"
"9348",24,65000,"RENT",5,"PERSONAL","B",8000,9.63,0,0.12,"N",3,"(9,11]"
"9349",25,61200,"MORTGAGE",1,"PERSONAL","A",5650,7.66,0,0.09,"N",4,"(7,9]"
"9350",25,61200,"MORTGAGE",10,"MEDICAL","A",5200,5.42,0,0.08,"N",4,"(5,7]"
"9351",22,65000,"RENT",7,"EDUCATION","A",8000,6.54,0,0.12,"N",4,"(5,7]"
"9352",23,61200,"MORTGAGE",2,"DEBTCONSOLIDATION","A",10000,7.88,0,0.16,"N",3,"(7,9]"
"9353",23,55200,"MORTGAGE",1,"PERSONAL","E",15250,15.68,1,0.28,"N",2,"(15,17]"
"9354",24,55200,"MORTGAGE",0,"MEDICAL","D",6000,14.42,1,0.11,"Y",2,"(13,15]"
"9355",26,61200,"OWN",4,"HOMEIMPROVEMENT","C",1500,12.84,0,0.02,"Y",2,"(11,13]"
"9356",24,61200,"MORTGAGE",5,"EDUCATION","B",5100,10.51,0,0.08,"N",2,"(9,11]"
"9357",22,55200,"MORTGAGE",6,"HOMEIMPROVEMENT","A",7200,NA,1,0.13,"N",4,"missing"
"9358",24,55200,"MORTGAGE",8,"EDUCATION","C",9600,10.78,1,0.17,"N",4,"(9,11]"
"9359",23,65000,"RENT",2,"DEBTCONSOLIDATION","C",8000,14.72,0,0.12,"Y",2,"(13,15]"
"9360",23,65000,"RENT",6,"PERSONAL","A",8000,9.32,0,0.12,"N",3,"(9,11]"
"9361",24,61289,"MORTGAGE",8,"PERSONAL","B",2000,11.49,0,0.03,"N",4,"(11,13]"
"9362",23,61300,"OWN",1,"EDUCATION","D",9000,16.49,0,0.15,"Y",3,"(15,17]"
"9363",22,61300,"MORTGAGE",4,"VENTURE","A",13000,9.63,0,0.21,"N",3,"(9,11]"
"9364",23,61360,"OWN",3,"MEDICAL","A",6125,8.59,0,0.1,"N",4,"(7,9]"
"9365",23,55365,"MORTGAGE",4,"PERSONAL","F",25000,19.04,1,0.45,"N",4,"(17,Inf]"
"9366",24,65004,"RENT",4,"PERSONAL","A",8000,8.49,0,0.12,"N",2,"(7,9]"
"9367",21,55400,"MORTGAGE",5,"HOMEIMPROVEMENT","C",5000,14.27,1,0.09,"N",4,"(13,15]"
"9368",23,55400,"MORTGAGE",1,"MEDICAL","D",5500,14.61,1,0.1,"N",2,"(13,15]"
"9369",22,61402,"MORTGAGE",7,"EDUCATION","B",10800,9.99,0,0.18,"N",2,"(9,11]"
"9370",23,61440,"OWN",6,"PERSONAL","B",2500,NA,0,0.04,"N",3,"missing"
"9371",21,65500,"RENT",6,"EDUCATION","C",8000,12.84,0,0.12,"Y",2,"(11,13]"
"9372",23,61498,"MORTGAGE",5,"PERSONAL","B",5000,11.36,0,0.08,"N",2,"(11,13]"
"9373",22,61500,"MORTGAGE",5,"VENTURE","A",30000,6.62,0,0.49,"N",3,"(5,7]"
"9374",26,67000,"RENT",9,"VENTURE","A",8000,7.14,0,0.12,"N",2,"(7,9]"
"9375",24,61500,"MORTGAGE",8,"VENTURE","B",3200,11.49,0,0.05,"N",2,"(11,13]"
"9376",23,67200,"RENT",NA,"VENTURE","C",8000,NA,0,0.12,"N",3,"missing"
"9377",22,61547,"OWN",1,"EDUCATION","D",24250,14.96,0,0.39,"Y",3,"(13,15]"
"9378",23,61615,"MORTGAGE",4,"PERSONAL","B",13000,10.62,0,0.21,"N",4,"(9,11]"
"9379",24,61650,"MORTGAGE",4,"HOMEIMPROVEMENT","A",6500,6.03,0,0.11,"N",4,"(5,7]"
"9380",25,70000,"RENT",4,"PERSONAL","C",8000,15.96,0,0.11,"Y",3,"(15,17]"
"9381",24,61717,"OWN",8,"PERSONAL","A",3200,7.68,0,0.05,"N",4,"(7,9]"
"9382",24,61781,"MORTGAGE",6,"EDUCATION","B",17800,10.25,0,0.29,"N",3,"(9,11]"
"9383",24,70000,"RENT",8,"DEBTCONSOLIDATION","B",8000,11.71,0,0.11,"N",3,"(11,13]"
"9384",24,61800,"MORTGAGE",0,"MEDICAL","A",1500,6.54,0,0.02,"N",2,"(5,7]"
"9385",25,61800,"OWN",1,"VENTURE","A",4000,7.75,0,0.06,"N",4,"(7,9]"
"9386",26,70000,"RENT",10,"HOMEIMPROVEMENT","A",8000,7.9,0,0.11,"N",4,"(7,9]"
"9387",26,70000,"RENT",8,"EDUCATION","C",8000,15.96,0,0.11,"Y",3,"(15,17]"
"9388",22,70000,"RENT",6,"EDUCATION","A",8000,6.99,0,0.11,"N",2,"(5,7]"
"9389",23,70000,"RENT",5,"MEDICAL","B",8000,11.99,0,0.11,"N",4,"(11,13]"
"9390",25,64000,"RENT",7,"DEBTCONSOLIDATION","D",8000,15.28,1,0.13,"Y",4,"(15,17]"
"9391",23,70000,"RENT",4,"EDUCATION","D",8000,16.02,0,0.11,"N",2,"(15,17]"
"9392",26,62000,"MORTGAGE",0,"PERSONAL","A",12000,7.9,0,0.19,"N",2,"(7,9]"
"9393",22,70000,"RENT",0,"EDUCATION","A",8000,7.66,0,0.11,"N",4,"(7,9]"
"9394",23,62000,"MORTGAGE",3,"VENTURE","A",4000,8.9,0,0.06,"N",2,"(7,9]"
"9395",22,64000,"RENT",0,"PERSONAL","D",8000,14.84,1,0.13,"N",2,"(13,15]"
"9396",24,70000,"RENT",2,"EDUCATION","C",8000,14.72,0,0.11,"Y",3,"(13,15]"
"9397",25,70000,"RENT",3,"PERSONAL","C",8000,14.26,0,0.11,"N",4,"(13,15]"
"9398",26,62000,"MORTGAGE",1,"DEBTCONSOLIDATION","A",8400,6.62,0,0.14,"N",4,"(5,7]"
"9399",26,71000,"RENT",10,"HOMEIMPROVEMENT","C",8000,13.49,0,0.11,"Y",4,"(13,15]"
"9400",24,62000,"MORTGAGE",7,"PERSONAL","A",6200,NA,0,0.1,"N",3,"missing"
"9401",23,62000,"MORTGAGE",6,"EDUCATION","B",1800,11.71,0,0.03,"N",3,"(11,13]"
"9402",22,62000,"MORTGAGE",2,"DEBTCONSOLIDATION","C",13000,15.27,0,0.21,"Y",2,"(15,17]"
"9403",25,72000,"RENT",2,"DEBTCONSOLIDATION","A",8000,7.9,0,0.11,"N",4,"(7,9]"
"9404",22,72000,"RENT",2,"EDUCATION","A",8000,7.9,0,0.11,"N",4,"(7,9]"
"9405",22,62000,"MORTGAGE",6,"EDUCATION","A",15075,6.03,0,0.24,"N",2,"(5,7]"
"9406",22,66000,"RENT",6,"HOMEIMPROVEMENT","C",8000,14.65,1,0.12,"Y",4,"(13,15]"
"9407",24,62000,"MORTGAGE",8,"PERSONAL","A",5875,6.03,0,0.09,"N",2,"(5,7]"
"9408",22,72000,"RENT",0,"MEDICAL","A",8000,7.9,0,0.11,"N",4,"(7,9]"
"9409",21,62000,"MORTGAGE",2,"DEBTCONSOLIDATION","A",6000,7.51,0,0.1,"N",2,"(7,9]"
"9410",22,62000,"MORTGAGE",3,"EDUCATION","A",2000,6.03,0,0.03,"N",3,"(5,7]"
"9411",23,62000,"MORTGAGE",1,"MEDICAL","A",10000,7.9,0,0.16,"N",3,"(7,9]"
"9412",22,62000,"MORTGAGE",6,"PERSONAL","A",5000,6.03,0,0.08,"N",4,"(5,7]"
"9413",24,62000,"MORTGAGE",8,"EDUCATION","C",10000,13.99,0,0.16,"Y",4,"(13,15]"
"9414",25,62000,"MORTGAGE",7,"VENTURE","A",12000,5.42,0,0.19,"N",2,"(5,7]"
"9415",24,72000,"RENT",5,"HOMEIMPROVEMENT","B",8000,10,0,0.11,"N",3,"(9,11]"
"9416",25,62000,"MORTGAGE",9,"VENTURE","B",8500,10.99,0,0.14,"N",2,"(9,11]"
"9417",23,62000,"OWN",2,"VENTURE","B",5575,NA,0,0.09,"N",3,"missing"
"9418",24,74000,"RENT",7,"EDUCATION","D",8000,15.62,0,0.11,"Y",2,"(15,17]"
"9419",26,74000,"RENT",2,"EDUCATION","C",8000,13.92,0,0.11,"N",3,"(13,15]"
"9420",23,62000,"MORTGAGE",2,"VENTURE","A",5000,5.42,0,0.08,"N",3,"(5,7]"
"9421",23,75000,"RENT",2,"MEDICAL","A",8000,7.9,0,0.11,"N",4,"(7,9]"
"9422",24,62000,"MORTGAGE",8,"DEBTCONSOLIDATION","A",10000,7.49,0,0.16,"N",3,"(7,9]"
"9423",22,75000,"RENT",0,"DEBTCONSOLIDATION","A",8000,5.99,0,0.11,"N",3,"(5,7]"
"9424",23,75000,"RENT",5,"DEBTCONSOLIDATION","B",8000,10.74,0,0.11,"N",3,"(9,11]"
"9425",25,62000,"MORTGAGE",9,"HOMEIMPROVEMENT","C",3000,12.99,0,0.05,"N",2,"(11,13]"
"9426",23,62000,"MORTGAGE",3,"MEDICAL","A",9000,NA,0,0.15,"N",4,"missing"
"9427",23,75000,"RENT",5,"PERSONAL","C",8000,13.79,0,0.11,"N",3,"(13,15]"
"9428",24,75000,"RENT",5,"VENTURE","D",8000,15.37,0,0.11,"Y",3,"(15,17]"
